Gene1,Gene2,BME,DEEI(1Express_2Silence),Prob(1E_2S),DEEI(1Silence_2Express),Prob(1S_2E)
MT-CYTB,AK5,0.4416973429198367,1000.0,0.0,-0.0,1.0
MT-ND1,CLIC4,0.4416611121498504,1000.0,0.0,-0.0,1.0
MT-RNR2,CDK14,0.4416252020249228,1000.0,0.0,-0.0,1.0
MT-RNR2,TMEM47,0.4415970506825167,1000.0,0.0,-0.0,1.0
MT-RNR2,NR2F1,0.4415970134579705,1000.0,0.0,-0.0,1.0
MT-RNR2,ARHGEF2,0.4415829060236489,1000.0,0.0,-0.0,1.0
MT-ND1,DNAJC21,0.44157063393412144,1000.0,0.0,-0.0,1.0
MT-ND1,KCNAB1,0.4414706605147249,1000.0,0.0,-0.0,1.0
MT-RNR2,S100A1,0.44144182289403616,1000.0,0.0,-0.0,1.0
ATP1A2,ATP6V1G2,0.44143521818607184,-0.0,1.0,1.0711267334753845e-12,0.9999999999975336
MT-RNR2,CLMN,0.4414273147761586,1000.0,0.0,-0.0,1.0
MT-RNR1,CALN1,0.4414012777594994,1000.0,0.0,-0.0,1.0
MT-RNR2,SORL1,0.4413850034511695,1000.0,0.0,-0.0,1.0
MT-RNR1,SHOX2,0.4413731890944952,1000.0,0.0,-0.0,1.0
MT-ND1,IGFBP5,0.44136145334560367,1000.0,0.0,-0.0,1.0
MT-RNR2,OLIG1,0.44135764544274525,1000.0,0.0,-0.0,1.0
MT-RNR2,HSPA4L,0.44135659148187767,1000.0,0.0,-0.0,1.0
CAMK2N1,PTGDS,0.4413536616417775,1000.0,0.0,-0.0,1.0
MT-CYTB,FAM212B,0.4413301757574632,1000.0,0.0,-0.0,1.0
MT-RNR2,EVL,0.4413283021641711,1000.0,0.0,-0.0,1.0
MT-CYTB,LIN7A,0.44131521156783576,1000.0,0.0,-0.0,1.0
MT-RNR2,GM1673,0.44131441924409676,1000.0,0.0,-0.0,1.0
ATP1A2,APLP1,0.44127280978776634,-0.0,1.0,70.79217612577412,1.6137039951963474e-71
MT-ND1,GRM7,0.44125954479977214,1000.0,0.0,-0.0,1.0
MT-ND1,JUNB,0.4412460957745369,1000.0,0.0,-0.0,1.0
MT-RNR2,BCAS1,0.44124427818225037,1000.0,0.0,-0.0,1.0
MT-RNR2,UBE2E2,0.44124379783360235,1000.0,0.0,-0.0,1.0
MT-RNR2,PPFIA2,0.441243396956634,1000.0,0.0,-0.0,1.0
MT-RNR2,GJA1,0.4412431435560612,1000.0,0.0,-0.0,1.0
MT-RNR2,ATCAY,0.441200777654407,1000.0,0.0,-0.0,1.0
MT-ND1,SYNPR,0.441188915703645,1000.0,0.0,-0.0,1.0
MT-RNR2,PTPRZ1,0.4411441744680202,1000.0,0.0,-0.0,1.0
MOBP,TUBB2A,0.4410835796307701,-0.0,1.0,104.85159080472772,1.407372936164918e-105
MT-RNR1,GNG11,0.44106513637739764,1000.0,0.0,-0.0,1.0
MT-ND1,LIN7A,0.4410328739314233,1000.0,0.0,-0.0,1.0
MT-RNR2,ATOX1,0.4410315262355076,1000.0,0.0,-0.0,1.0
MT-CYTB,TMEM88B,0.4409544105150237,1000.0,0.0,-0.0,1.0
MT-RNR2,STMN1,0.44094651914926886,1000.0,0.0,-0.0,1.0
MT-RNR1,PDLIM2,0.44092339893850246,1000.0,0.0,-0.0,1.0
CAMK2A,CD81,0.44091998372129365,189.82544160553832,1.4947150055701719e-190,-0.0,1.0
MT-CYTB,COTL1,0.44091963229706416,1000.0,0.0,-0.0,1.0
MT-RNR1,FGFR3,0.44091916206998505,1000.0,0.0,-0.0,1.0
MT-CYTB,CXCL14,0.44090592991132915,1000.0,0.0,-0.0,1.0
MT-RNR1,GSTO1,0.44087764072038604,1000.0,0.0,-0.0,1.0
NRGN,CLU,0.4408668267224931,-0.0,1.0,310.7152346270749,1.9264838514015e-311
MT-ND1,AK5,0.44084843894561715,1000.0,0.0,-0.0,1.0
MT-RNR2,SYT5,0.440847422874325,1000.0,0.0,-0.0,1.0
MT-CYTB,ASIC2,0.4408362290645263,1000.0,0.0,-0.0,1.0
SNHG11,ATP1A2,0.44083392772953234,0.6146028133377054,0.24288303812507933,-0.0,1.0
MT-RNR2,SVOP,0.44080507260049007,1000.0,0.0,-0.0,1.0
MT-CYTB,DPP10,0.44076507530860853,1000.0,0.0,-0.0,1.0
MT-ND1,FAM212B,0.44076457792944845,1000.0,0.0,-0.0,1.0
MT-CYTB,CLIC4,0.4407518220418201,1000.0,0.0,-0.0,1.0
MT-RNR2,PRKCD,0.44074873518387014,1000.0,0.0,-0.0,1.0
MT-RNR2,MYO6,0.4407344885770778,1000.0,0.0,-0.0,1.0
MT-RNR2,LY6H,0.4407340300428132,1000.0,0.0,-0.0,1.0
MT-RNR1,PPP1R16B,0.4407106681523149,1000.0,0.0,-0.0,1.0
HPCA,CD81,0.44069371469965446,61.823954285486586,1.499842702971888e-62,-0.0,1.0
MT-RNR1,TMEM176B,0.4406382051905183,1000.0,0.0,-0.0,1.0
MT-ND1,BCL11B,0.44063682493607176,1000.0,0.0,-0.0,1.0
MT-CYTB,BCL11B,0.44063592779931776,1000.0,0.0,-0.0,1.0
NRGN,NDRG2,0.4406352695190721,-0.0,1.0,1000.0,0.0
MT-RNR2,FYN,0.4406216000380243,1000.0,0.0,-0.0,1.0
MT-ND1,ASIC2,0.44061086649384246,1000.0,0.0,-0.0,1.0
HPCA,ALDOC,0.4406034254223214,-0.0,1.0,1000.0,0.0
MT-RNR2,LRRC4C,0.4405933107545743,1000.0,0.0,-0.0,1.0
MT-CYTB,H13,0.4405656203048479,1000.0,0.0,-0.0,1.0
MOBP,TSPAN7,0.44053664607408266,-0.0,1.0,1000.0,0.0
MT-CYTB,2900052N01RIK,0.44049612377736364,1000.0,0.0,-0.0,1.0
MT-RNR2,UFC1,0.44049369448119063,1000.0,0.0,-0.0,1.0
MT-RNR1,FAM163B,0.44048597741833634,1000.0,0.0,-0.0,1.0
MT-CYTB,GPD1,0.44048319539640984,1000.0,0.0,-0.0,1.0
MT-ND1,IFI27,0.4404828416440805,1000.0,0.0,-0.0,1.0
NECAB1,MT-CYTB,0.4404815920492463,-0.0,1.0,1000.0,0.0
GLUL,HSPA8,0.44046137778416594,45.00552745884499,9.873532070564434e-46,-0.0,1.0
MT-CYTB,SLC6A11,0.44045269594012776,1000.0,0.0,-0.0,1.0
MT-RNR2,FUT9,0.4404511949731307,1000.0,0.0,-0.0,1.0
GAD2,MT-RNR1,0.4404401813178913,-0.0,1.0,1000.0,0.0
MT-RNR2,GTF2H5,0.4404372278052672,1000.0,0.0,-0.0,1.0
MT-CYTB,IFI27,0.44042492145754325,1000.0,0.0,-0.0,1.0
MT-RNR2,PRICKLE2,0.44040948965481636,1000.0,0.0,-0.0,1.0
MT-RNR2,TMEM191C,0.4404088265143254,1000.0,0.0,-0.0,1.0
MT-ND1,NEK7,0.440398328135254,1000.0,0.0,-0.0,1.0
MT-CYTB,FGF1,0.440396914415839,1000.0,0.0,-0.0,1.0
MOBP,CAMK2B,0.44038900151725396,27.464174672056416,3.4341979761371697e-28,-0.0,1.0
MT-ND4,CRHBP,0.4403664280353405,1000.0,0.0,-0.0,1.0
MAP1B,CLU,0.44034480685008975,-0.0,1.0,5.03360862768721e-05,0.9998841035946066
MT-ND1,FGF1,0.4403415122101377,1000.0,0.0,-0.0,1.0
MT-ND1,COTL1,0.4402973543712304,1000.0,0.0,-0.0,1.0
MT-RNR2,AMPH,0.440296273278815,1000.0,0.0,-0.0,1.0
MT-ND1,2900052N01RIK,0.4402139807916588,1000.0,0.0,-0.0,1.0
MT-RNR1,RORB,0.44021257347990694,1000.0,0.0,-0.0,1.0
MT-RNR2,PEX5L,0.44021152579673417,1000.0,0.0,-0.0,1.0
GFAP,MT-RNR1,0.44020475733399,-0.0,1.0,1000.0,0.0
MT-ND1,H13,0.4401699679867883,1000.0,0.0,-0.0,1.0
MT-RNR2,PPIB,0.4401685203091365,1000.0,0.0,-0.0,1.0
MT-RNR2,NRG3,0.4401553523308037,1000.0,0.0,-0.0,1.0
MT-RNR2,EFR3B,0.44015437565293414,1000.0,0.0,-0.0,1.0
MT-CYTB,NEK7,0.44011364985643486,1000.0,0.0,-0.0,1.0
NPY,MT-CYTB,0.44008764606302286,-0.0,1.0,1000.0,0.0
MT-CYTB,FRMD4A,0.44003484925095115,1000.0,0.0,-0.0,1.0
MT-RNR2,DESI1,0.44002790831345046,1000.0,0.0,-0.0,1.0
MT-RNR2,PGRMC1,0.4399845595769204,1000.0,0.0,-0.0,1.0
GLUL,YWHAB,0.43995672222359933,111.6417485953013,2.2816625001899585e-112,-0.0,1.0
MT-RNR2,ARHGDIG,0.4399419870964071,1000.0,0.0,-0.0,1.0
MEG3,MOBP,0.4399416787688919,1000.0,0.0,-0.0,1.0
MT-RNR1,MARK1,0.4399160962173773,1000.0,0.0,-0.0,1.0
MT-ND1,CXCL14,0.4398869926545497,1000.0,0.0,-0.0,1.0
MT-ND1,GPD1,0.4398609572584253,1000.0,0.0,-0.0,1.0
MT-CYTB,FOXP1,0.4398169862644096,1000.0,0.0,-0.0,1.0
MT-RNR1,ID3,0.4398169862644096,1000.0,0.0,-0.0,1.0
MT-CYTB,CACNA2D3,0.4398163527499965,1000.0,0.0,-0.0,1.0
NPY,MT-ND1,0.4397489801618928,-0.0,1.0,1000.0,0.0
MT-RNR2,TIMP3,0.43972984905099166,1000.0,0.0,-0.0,1.0
MT-RNR1,HAP1,0.43971988835867326,1000.0,0.0,-0.0,1.0
MT-ND1,SLC6A11,0.43971709646686413,1000.0,0.0,-0.0,1.0
MT-CYTB,CNRIP1,0.4396894947185514,1000.0,0.0,-0.0,1.0
MT-RNR1,NWD2,0.439665442215837,1000.0,0.0,-0.0,1.0
MT-RNR1,GJC3,0.43965068855774686,1000.0,0.0,-0.0,1.0
MT-CYTB,OPALIN,0.4396366936108429,1000.0,0.0,-0.0,1.0
MT-RNR2,SFXN5,0.4396168376694517,1000.0,0.0,-0.0,1.0
MT-RNR2,DCAF7,0.43958877190023543,1000.0,0.0,-0.0,1.0
MT-RNR1,ID4,0.43952078478455403,1000.0,0.0,-0.0,1.0
MT-CYTB,TIAM1,0.4395194878894981,1000.0,0.0,-0.0,1.0
MT-RNR1,DPY19L1,0.4394914703882988,1000.0,0.0,-0.0,1.0
MT-ND4,DLX1AS,0.4394610685468168,1000.0,0.0,-0.0,1.0
MOBP,YWHAZ,0.4394404835680773,-0.0,1.0,312.0189651927553,9.5727079026e-313
MT-RNR1,CTSS,0.43943725820764123,1000.0,0.0,-0.0,1.0
MT-ND1,FOXP1,0.43942144588733834,1000.0,0.0,-0.0,1.0
MT-ND1,CACNA2D3,0.4393640765994929,1000.0,0.0,-0.0,1.0
MT-RNR2,DNER,0.43936219459168235,1000.0,0.0,-0.0,1.0
MT-ND1,CNRIP1,0.4393506177042848,1000.0,0.0,-0.0,1.0
MT-ND1,CSRP1,0.4393492656418098,1000.0,0.0,-0.0,1.0
MT-RNR2,TCF7L2,0.4393344376488804,1000.0,0.0,-0.0,1.0
MT-RNR2,ERMN,0.43932192565443773,1000.0,0.0,-0.0,1.0
MT-RNR2,SEC14L1,0.43932017972616283,1000.0,0.0,-0.0,1.0
GLUL,YWHAE,0.43927160781783153,4.966286452749457e-15,0.9999999999999886,-0.0,1.0
MT-RNR2,NRBP2,0.43926339654051866,1000.0,0.0,-0.0,1.0
MOBP,ZWINT,0.4392314531856145,-0.0,1.0,1000.0,0.0
MT-ND1,DPP10,0.439179447322453,1000.0,0.0,-0.0,1.0
MT-CYTB,CPNE9,0.43916508593214315,1000.0,0.0,-0.0,1.0
MT-ND4,SYT2,0.43915023932610836,1000.0,0.0,-0.0,1.0
MBP,TSPAN7,0.43912695719070155,1000.0,0.0,-0.0,1.0
MT-RNR2,2010300C02RIK,0.4391226520448014,1000.0,0.0,-0.0,1.0
MT-RNR2,ANKRD46,0.4390793406855872,1000.0,0.0,-0.0,1.0
CAMK2A,ATP1A2,0.4390775914840091,38.54685866218015,2.8388427578015093e-39,-0.0,1.0
MT-ND1,TIAM1,0.43906722687875904,1000.0,0.0,-0.0,1.0
MT-RNR2,GDA,0.43905262898746084,1000.0,0.0,-0.0,1.0
MT-RNR2,MT2,0.4390516042445348,1000.0,0.0,-0.0,1.0
MOBP,GABARAPL1,0.4390356175770197,-0.0,1.0,1000.0,0.0
NECAB1,MT-ND1,0.43900942640344487,-0.0,1.0,1000.0,0.0
MT-RNR2,CLIP1,0.4389943266176086,1000.0,0.0,-0.0,1.0
MT-CYTB,HOMER2,0.43896759287444287,1000.0,0.0,-0.0,1.0
MT-RNR1,HOMER1,0.43894021969981617,1000.0,0.0,-0.0,1.0
MT-RNR2,EPDR1,0.4389380695493107,1000.0,0.0,-0.0,1.0
MT-RNR1,B2M,0.4389156306337534,1000.0,0.0,-0.0,1.0
MOBP,NSG2,0.4388991688892396,6.564199306886737,2.727725684743026e-07,1.7113999621821e-09,0.999999996059356
MT-CYTB,KCNC2,0.43889721417858846,1000.0,0.0,-0.0,1.0
MT-RNR2,MAST3,0.4388675510804166,1000.0,0.0,-0.0,1.0
MT-RNR2,SRGAP3,0.43885315502234384,1000.0,0.0,-0.0,1.0
MOBP,NSF,0.4388439022938272,0.003554926938566161,0.9918478883859262,0.1320826641442722,0.7377637898992336
MT-RNR2,WNK1,0.4388110859128384,1000.0,0.0,-0.0,1.0
MT-RNR2,DNM3,0.4388106762742732,1000.0,0.0,-0.0,1.0
MT-RNR2,GPR37L1,0.43881030445383495,1000.0,0.0,-0.0,1.0
MOBP,TTC3,0.4388026112785317,-0.0,1.0,1000.0,0.0
MT-RNR2,SEPT6,0.43879621092349547,1000.0,0.0,-0.0,1.0
MT-RNR2,FLOT1,0.438782478379843,1000.0,0.0,-0.0,1.0
OLFM1,CLU,0.43876318085844124,-0.0,1.0,-0.0,1.0
GABBR1,GLUL,0.43869517388821644,-0.0,1.0,115.88847993696518,1.2927664211571635e-116
MT-CYTB,GRB14,0.4386481812663718,1000.0,0.0,-0.0,1.0
MT-RNR1,PRR18,0.4386322862052784,1000.0,0.0,-0.0,1.0
ITM2C,GLUL,0.4386230870943008,-0.0,1.0,103.93039705618922,1.1738238890745257e-104
MT-RNR1,IL33,0.4386182916092127,1000.0,0.0,-0.0,1.0
MT-CYTB,CSRP1,0.43860830133450535,1000.0,0.0,-0.0,1.0
MT-ND1,GRB14,0.4385935791426577,1000.0,0.0,-0.0,1.0
MT-RNR2,MAT2B,0.4385840692728283,1000.0,0.0,-0.0,1.0
PLP1,MDH1,0.43850863199989315,0.38852575369118336,0.40876551157082125,-0.0,1.0
MEG3,ATP1A2,0.43850439783373785,1000.0,0.0,-0.0,1.0
MT-ND1,1810041L15RIK,0.4385011653605557,1000.0,0.0,-0.0,1.0
MT-CYTB,1810041L15RIK,0.43850021967810926,1000.0,0.0,-0.0,1.0
MT-ND1,LMO3,0.4384888148382864,1000.0,0.0,-0.0,1.0
MT-CYTB,CSMD1,0.4384808077752097,1000.0,0.0,-0.0,1.0
MT-RNR2,ENO1,0.4384571998826198,1000.0,0.0,-0.0,1.0
MT-ND1,FRMD4A,0.43844811369340353,1000.0,0.0,-0.0,1.0
PVALB,MT-RNR1,0.4384447703731266,-0.0,1.0,1000.0,0.0
MT-RNR2,CACNB3,0.43838706262849514,1000.0,0.0,-0.0,1.0
MT-CYTB,LMO3,0.438374141887738,1000.0,0.0,-0.0,1.0
MT-RNR2,PFN1,0.4383726615465487,1000.0,0.0,-0.0,1.0
MT-RNR2,AI593442,0.4383578863233107,1000.0,0.0,-0.0,1.0
MT-RNR2,DGKZ,0.4383578863233107,1000.0,0.0,-0.0,1.0
MT-ND1,CPNE9,0.43825956580246184,1000.0,0.0,-0.0,1.0
MT-RNR2,PDP1,0.4382587136509416,1000.0,0.0,-0.0,1.0
MT-RNR2,CYP46A1,0.43823054870652556,1000.0,0.0,-0.0,1.0
MT-ND1,KCNC2,0.43821827334988395,1000.0,0.0,-0.0,1.0
PLP1,RPL4,0.43819535476199534,-0.0,1.0,-0.0,1.0
TSHZ2,MT-CYTB,0.4381913089964511,-0.0,1.0,1000.0,0.0
MT-RNR2,YBX1,0.43818903779207397,1000.0,0.0,-0.0,1.0
MT-ND4,IGHM,0.43818890583517617,1000.0,0.0,-0.0,1.0
MT-CYTB,GOLGA7B,0.4381476411952643,1000.0,0.0,-0.0,1.0
MT-ND4,GM28928,0.438134080445585,1000.0,0.0,-0.0,1.0
MT-CYTB,PRKCA,0.43810610815557993,1000.0,0.0,-0.0,1.0
CABP7,MT-ND1,0.43810558927729853,-0.0,1.0,1000.0,0.0
MT-RNR1,RGS17,0.4380780395158619,1000.0,0.0,-0.0,1.0
MT-RNR2,RBBP7,0.43804678069399766,1000.0,0.0,-0.0,1.0
MT-RNR1,SOX2OT,0.4380254913445291,1000.0,0.0,-0.0,1.0
MT-RNR1,SOWAHA,0.4380203398178011,1000.0,0.0,-0.0,1.0
MT-ND1,HOMER2,0.438005369408805,1000.0,0.0,-0.0,1.0
CALB2,MT-RNR2,0.4380051575872863,-0.0,1.0,1000.0,0.0
MT-RNR2,GRIN1,0.43800462145798136,1000.0,0.0,-0.0,1.0
CABP7,MT-CYTB,0.43799122478455216,-0.0,1.0,1000.0,0.0
ATP1B1,CLU,0.43797447323021593,-0.0,1.0,-0.0,1.0
MT-RNR1,SATB1,0.4379487909118117,1000.0,0.0,-0.0,1.0
MT-RNR2,DYNC1I1,0.4379475593863907,1000.0,0.0,-0.0,1.0
MT-ND1,PRKCA,0.43793742416033926,1000.0,0.0,-0.0,1.0
CCK,MOBP,0.4379209979563678,-0.0,1.0,33.0050299582226,9.884849052751461e-34
MT-ND1,POU3F3,0.43788084602425975,1000.0,0.0,-0.0,1.0
MT-CYTB,POU3F3,0.4378794780323585,1000.0,0.0,-0.0,1.0
PTGDS,ATP6V1G2,0.43787937732027565,52.70292738013773,1.9818583914042987e-53,-0.0,1.0
MT-RNR2,PBX1,0.43787753957951436,1000.0,0.0,-0.0,1.0
MT-RNR1,AGT,0.4378654372865049,1000.0,0.0,-0.0,1.0
MT-ND1,PDE4B,0.43782121527517626,1000.0,0.0,-0.0,1.0
MT-ND4,TRBC2,0.4378085529911897,1000.0,0.0,-0.0,1.0
CCDC153,MT-ND4,0.43776820511251147,-0.0,1.0,1000.0,0.0
MT-RNR1,FABP7,0.4377406020351349,1000.0,0.0,-0.0,1.0
MT-ND4,ADGRF5,0.43762369314857286,1000.0,0.0,-0.0,1.0
MT-RNR2,B4GAT1,0.43760891248037687,1000.0,0.0,-0.0,1.0
MT-ND1,GOLGA7B,0.43758204477040835,1000.0,0.0,-0.0,1.0
MT-RNR2,LGI3,0.43758044432519533,1000.0,0.0,-0.0,1.0
MOBP,MAP1B,0.43757546154607047,-0.0,1.0,1000.0,0.0
MT-RNR2,WBSCR17,0.43756599157922804,1000.0,0.0,-0.0,1.0
MT-RNR2,NPTXR,0.43755204497824685,1000.0,0.0,-0.0,1.0
MT-RNR1,VSTM2L,0.4375265148030085,1000.0,0.0,-0.0,1.0
MT-CYTB,TACC1,0.4375249260767137,1000.0,0.0,-0.0,1.0
TSHZ2,MT-ND1,0.4375123702458796,-0.0,1.0,1000.0,0.0
MOBP,NEFL,0.4374939232092992,-0.0,1.0,13.004412211265144,9.898919414252977e-14
MT-RNR2,KCTD13,0.43748121902457937,1000.0,0.0,-0.0,1.0
MYL4,MT-ND4,0.43745602393780814,-0.0,1.0,1000.0,0.0
MT-RNR1,FAM3C,0.43744236547449555,1000.0,0.0,-0.0,1.0
MT-RNR1,SYNPR,0.43737435758844306,1000.0,0.0,-0.0,1.0
MT-RNR2,HNRNPM,0.4373682746776789,1000.0,0.0,-0.0,1.0
MT-CYTB,RGS2,0.4373585596539353,1000.0,0.0,-0.0,1.0
HPCA,SPARC,0.43731908259150093,1000.0,0.0,-0.0,1.0
MT-RNR1,GPRIN1,0.4372859441059036,1000.0,0.0,-0.0,1.0
MT-RNR2,SLC24A3,0.4372690006486299,1000.0,0.0,-0.0,1.0
MT-RNR1,KCNAB1,0.437258239683254,1000.0,0.0,-0.0,1.0
MT-RNR2,CNTNAP2,0.43725511753250706,1000.0,0.0,-0.0,1.0
MT-RNR2,MOG,0.43724385569543867,1000.0,0.0,-0.0,1.0
MT-CYTB,SMS,0.43724220673827285,1000.0,0.0,-0.0,1.0
MT-RNR1,KBTBD11,0.4372156854006616,1000.0,0.0,-0.0,1.0
MT-ND1,LIMCH1,0.4371903201247951,1000.0,0.0,-0.0,1.0
MT-ND4,TAC1,0.4371842841633925,1000.0,0.0,-0.0,1.0
ATP1A2,YWHAZ,0.437181816403487,-0.0,1.0,4.480066520364491,3.310804064102667e-05
